"ensembl_gene_id"	"external_gene_name"	"hgnc_symbol"	"mgi_symbol"
"22805"	"ENSMUSG00000040660"	"Cyp2b9"	NA	"Cyp2b9"
"22806"	"ENSMUSG00000040675"	"Mthfd1l"	NA	"Mthfd1l"
"22807"	"ENSMUSG00000041309"	"Nkx6-2"	NA	"Nkx6-2"
"22808"	"ENSMUSG00000041328"	"Pcf11"	NA	"Pcf11"
"22809"	"ENSMUSG00000041343"	"Ankrd42"	NA	"Ankrd42"
"22810"	"ENSMUSG00000041769"	"Ppp2r2d"	NA	"Ppp2r2d"
"22811"	"ENSMUSG00000041775"	"Mapk1ip1"	NA	"Mapk1ip1"
"22812"	"ENSMUSG00000041836"	"Ptpre"	NA	"Ptpre"
"22813"	"ENSMUSG00000041885"	"Olfr680-ps1"	NA	"Olfr680-ps1"
"22814"	"ENSMUSG00000042055"	"Wdr11"	NA	"Wdr11"
"22815"	"ENSMUSG00000042105"	"Inpp5f"	NA	"Inpp5f"
"22816"	"ENSMUSG00000042178"	"Armc5"	NA	"Armc5"
"22817"	"ENSMUSG00000042219"	"Olfr631"	NA	"Olfr631"
"22818"	"ENSMUSG00000042246"	"Tmc7"	NA	"Tmc7"
"22819"	"ENSMUSG00000042289"	"Hsd3b7"	NA	"Hsd3b7"
"22820"	"ENSMUSG00000042308"	"Setd1a"	NA	"Setd1a"
"22821"	"ENSMUSG00000042340"	"Ctf1"	NA	"Ctf1"
"22822"	"ENSMUSG00000042423"	"Fbrs"	NA	"Fbrs"
"22823"	"ENSMUSG00000042462"	"Dctpp1"	NA	"Dctpp1"
"22824"	"ENSMUSG00000042492"	"Tbc1d10b"	NA	"Tbc1d10b"
"22825"	"ENSMUSG00000042502"	"Cd2bp2"	NA	"Cd2bp2"
"22826"	"ENSMUSG00000042606"	"Hirip3"	NA	"Hirip3"
"22827"	"ENSMUSG00000042659"	"Arrdc4"	NA	"Arrdc4"
"22828"	"ENSMUSG00000042675"	"Ypel3"	NA	"Ypel3"
"22829"	"ENSMUSG00000042759"	"Apobr"	NA	"Apobr"
"22830"	"ENSMUSG00000042797"	"Aqp11"	NA	"Aqp11"
"22831"	"ENSMUSG00000042828"	"Trim72"	NA	"Trim72"
"22832"	"ENSMUSG00000042831"	"Alkbh6"	NA	"Alkbh6"
"22833"	"ENSMUSG00000042909"	"Olfr648"	NA	"Olfr648"
"22834"	"ENSMUSG00000042918"	"Mamstr"	NA	"Mamstr"
"22835"	"ENSMUSG00000042940"	"9230106D20Rik"	NA	"9230106D20Rik"
"22836"	"ENSMUSG00000042978"	"Sbk1"	NA	"Sbk1"
"22837"	"ENSMUSG00000043073"	"Usp17le"	NA	"Usp17le"
"22838"	"ENSMUSG00000043126"	"D830039M14Rik"	NA	"D830039M14Rik"
"22839"	"ENSMUSG00000043262"	"Uevld"	NA	"Uevld"
"22840"	"ENSMUSG00000043310"	"Olfr571"	NA	"Olfr571"
"22841"	"ENSMUSG00000043354"	"Olfr577"	NA	"Olfr577"
"22842"	"ENSMUSG00000043366"	"Olfr78"	NA	"Olfr78"
"22843"	"ENSMUSG00000043456"	"Zfp536"	NA	"Zfp536"
"22844"	"ENSMUSG00000043671"	"Dpy19l3"	NA	"Dpy19l3"
"22845"	"ENSMUSG00000043795"	"Prr33"	NA	"Prr33"
"22846"	"ENSMUSG00000043831"	"Lysmd4"	NA	"Lysmd4"
"22847"	"ENSMUSG00000043855"	"Olfr479"	NA	"Olfr479"
"22848"	"ENSMUSG00000043866"	"Taf10"	NA	"Taf10"
"22849"	"ENSMUSG00000043925"	"Olfr544"	NA	"Olfr544"
"22850"	"ENSMUSG00000043948"	"Olfr691"	NA	"Olfr691"
"22851"	"ENSMUSG00000043964"	"Orai3"	NA	"Orai3"
"22852"	"ENSMUSG00000044120"	"Olfr683"	NA	"Olfr683"
"22853"	"ENSMUSG00000044139"	"Prss53"	NA	"Prss53"
"22854"	"ENSMUSG00000044141"	"E130201H02Rik"	NA	"E130201H02Rik"
"22855"	"ENSMUSG00000044265"	"Olfm5"	NA	"Olfm5"
"22856"	"ENSMUSG00000044268"	"Gm4895"	NA	"Gm4895"
"22857"	"ENSMUSG00000044312"	"Neurog3"	NA	"Neurog3"
"22858"	"ENSMUSG00000044362"	"Ccdc89"	NA	"Ccdc89"
"22859"	"ENSMUSG00000044430"	"Klk12"	NA	"Klk12"
"22860"	"ENSMUSG00000044452"	"Zfp507"	NA	"Zfp507"
"22861"	"ENSMUSG00000044453"	"Ffar1"	NA	"Ffar1"
"22862"	"ENSMUSG00000044465"	"Fam160a2"	NA	"Fam160a2"
"22863"	"ENSMUSG00000044475"	"Ascc1"	NA	"Ascc1"
"22864"	"ENSMUSG00000044485"	"Klk1b11"	NA	"Klk1b11"
"22865"	"ENSMUSG00000044499"	"Hs3st5"	NA	"Hs3st5"
"22866"	"ENSMUSG00000044562"	"Rasip1"	NA	"Rasip1"
"22867"	"ENSMUSG00000044609"	"Gm9294"	NA	"Gm9294"
"22868"	"ENSMUSG00000044624"	"Gm4922"	NA	"Gm4922"
"22869"	"ENSMUSG00000044701"	"Il27"	NA	"Il27"
"22870"	"ENSMUSG00000044702"	"Palb2"	NA	"Palb2"
"22871"	"ENSMUSG00000044705"	"Olfr670"	NA	"Olfr670"
"22872"	"ENSMUSG00000044737"	"Klk14"	NA	"Klk14"
"22873"	"ENSMUSG00000044770"	"Scml4"	NA	"Scml4"
"22874"	"ENSMUSG00000044786"	"Zfp36"	NA	"Zfp36"
"22875"	"ENSMUSG00000044814"	"Olfr543"	NA	"Olfr543"
"22876"	"ENSMUSG00000044824"	"Olfr545"	NA	"Olfr545"
"22877"	"ENSMUSG00000044881"	"Coa4"	NA	"Coa4"
"22878"	"ENSMUSG00000044899"	"Olfr649"	NA	"Olfr649"
"22879"	"ENSMUSG00000044952"	"Kctd21"	NA	"Kctd21"
"22880"	"ENSMUSG00000044997"	"E130304I02Rik"	NA	"E130304I02Rik"
"22881"	"ENSMUSG00000045008"	"9030612E09Rik"	NA	"9030612E09Rik"
"22882"	"ENSMUSG00000045013"	"Olfr711"	NA	"Olfr711"
"22883"	"ENSMUSG00000045048"	"Gm9795"	NA	"Gm9795"
"22884"	"ENSMUSG00000045111"	"Taar6"	NA	"Taar6"
"22885"	"ENSMUSG00000045114"	"Prrt2"	NA	"Prrt2"
"22886"	"ENSMUSG00000045132"	"Olfr620"	NA	"Olfr620"
"22887"	"ENSMUSG00000045165"	"AI467606"	NA	"AI467606"
"22888"	"ENSMUSG00000045236"	"Krtap5-4"	NA	"Krtap5-4"
"22889"	"ENSMUSG00000045251"	"Zfp688"	NA	"Zfp688"
"22890"	"ENSMUSG00000045362"	"Tnfrsf26"	NA	"Tnfrsf26"
"22891"	"ENSMUSG00000045411"	"2410002F23Rik"	NA	"2410002F23Rik"
"22892"	"ENSMUSG00000045455"	"Gm9797"	NA	"Gm9797"
"22893"	"ENSMUSG00000045467"	"Ttll13"	NA	"Ttll13"
"22894"	"ENSMUSG00000045540"	"Olfr600"	NA	"Olfr600"
"22895"	"ENSMUSG00000045555"	"Mettl24"	NA	"Mettl24"
"22896"	"ENSMUSG00000045581"	"Olfr710"	NA	"Olfr710"
"22897"	"ENSMUSG00000045584"	"Olfr610"	NA	"Olfr610"
"22898"	"ENSMUSG00000045591"	"Olig3"	NA	"Olig3"
"22899"	"ENSMUSG00000045598"	"Zfp553"	NA	"Zfp553"
"22900"	"ENSMUSG00000045639"	"Zfp629"	NA	"Zfp629"
"22901"	"ENSMUSG00000045659"	"Plekha7"	NA	"Plekha7"
"22902"	"ENSMUSG00000045680"	"Tcf21"	NA	"Tcf21"
"22903"	"ENSMUSG00000045733"	"Sprn"	NA	"Sprn"
"22904"	"ENSMUSG00000045752"	"Tssc4"	NA	"Tssc4"
"22905"	"ENSMUSG00000045757"	"Zfp764"	NA	"Zfp764"
"22906"	"ENSMUSG00000045777"	"Ifitm10"	NA	"Ifitm10"
"22907"	"ENSMUSG00000045780"	"Olfr624"	NA	"Olfr624"
"22908"	"ENSMUSG00000045792"	"Olfr578"	NA	"Olfr578"
"22909"	"ENSMUSG00000045795"	"Whamm"	NA	"Whamm"
"22910"	"ENSMUSG00000045813"	"Gm9801"	NA	"Gm9801"
"22911"	"ENSMUSG00000045824"	"Olfr574"	NA	"Olfr574"
"22912"	"ENSMUSG00000045868"	"Gvin1"	NA	"Gvin1"
"22913"	"ENSMUSG00000045886"	"Gm9803"	NA	"Gm9803"
"22914"	"ENSMUSG00000045928"	"4933440M02Rik"	NA	"4933440M02Rik"
"22915"	"ENSMUSG00000045948"	"Mrps12"	NA	"Mrps12"
"22916"	"ENSMUSG00000045989"	"4930451I11Rik"	NA	"4930451I11Rik"
"22917"	"ENSMUSG00000046027"	"Stard5"	NA	"Stard5"
"22918"	"ENSMUSG00000046031"	"Calhm6"	NA	"Calhm6"
"22919"	"ENSMUSG00000046056"	"Sbsn"	NA	"Sbsn"
"22920"	"ENSMUSG00000046058"	"Eid2"	NA	"Eid2"
"22921"	"ENSMUSG00000046096"	"Mosmo"	NA	"Mosmo"
"22922"	"ENSMUSG00000046130"	"Vmn1r184"	NA	"Vmn1r184"
"22923"	"ENSMUSG00000046179"	"E2f8"	NA	"E2f8"
"22924"	"ENSMUSG00000046182"	"Gsg1l"	NA	"Gsg1l"
"22925"	"ENSMUSG00000046185"	"Zfp84"	NA	"Zfp84"
"22926"	"ENSMUSG00000046248"	"Krtap5-3"	NA	"Krtap5-3"
"22927"	"ENSMUSG00000046321"	"Hs3st2"	NA	"Hs3st2"
"22928"	"ENSMUSG00000046364"	"Rpl27a"	NA	"Rpl27a"
"22929"	"ENSMUSG00000046372"	"Gm5590"	NA	"Gm5590"
"22930"	"ENSMUSG00000046378"	"Asphd1"	NA	"Asphd1"
"22931"	"ENSMUSG00000046396"	"Olfr609"	NA	"Olfr609"
"22932"	"ENSMUSG00000046410"	"Kcnk6"	NA	"Kcnk6"
"22933"	"ENSMUSG00000046411"	"Rps4l-ps"	NA	"Rps4l-ps"
"22934"	"ENSMUSG00000046431"	"Olfr518"	NA	"Olfr518"
"22935"	"ENSMUSG00000046438"	"Scgb2b24"	NA	"Scgb2b24"
"22936"	"ENSMUSG00000046463"	"5930403N24Rik"	NA	"5930403N24Rik"
"22937"	"ENSMUSG00000046574"	"Prr12"	NA	"Prr12"
"22938"	"ENSMUSG00000046591"	"Ticrr"	NA	"Ticrr"
"22939"	"ENSMUSG00000046687"	"Gm5424"	NA	"Gm5424"
"22940"	"ENSMUSG00000046721"	"Rpl14-ps1"	NA	"Rpl14-ps1"
"22941"	"ENSMUSG00000046750"	"Selenov"	NA	"Selenov"
"22942"	"ENSMUSG00000046826"	"Fam187b"	NA	"Fam187b"
"22943"	"ENSMUSG00000046865"	"Fbl"	NA	"Fbl"
"22944"	"ENSMUSG00000046916"	"Myct1"	NA	"Myct1"
"22945"	"ENSMUSG00000046922"	"Gpr6"	NA	"Gpr6"
"22946"	"ENSMUSG00000046958"	"4930432E11Rik"	NA	"4930432E11Rik"
"22947"	"ENSMUSG00000047026"	"Acsm4"	NA	"Acsm4"
"22948"	"ENSMUSG00000047037"	"Nipa1"	NA	"Nipa1"
"22949"	"ENSMUSG00000047084"	"Ngrn"	NA	"Ngrn"
"22950"	"ENSMUSG00000047085"	"Lrrc4b"	NA	"Lrrc4b"
"22951"	"ENSMUSG00000047139"	"Cd24a"	NA	"Cd24a"
"22952"	"ENSMUSG00000047146"	"Tet1"	NA	"Tet1"
"22953"	"ENSMUSG00000047225"	"Olfr684"	NA	"Olfr684"
"22954"	"ENSMUSG00000047248"	"C2cd3"	NA	"C2cd3"
"22955"	"ENSMUSG00000047370"	"Gm7367"	NA	"Gm7367"
"22956"	"ENSMUSG00000047371"	"Zfp768"	NA	"Zfp768"
"22957"	"ENSMUSG00000047473"	"Zfp30"	NA	"Zfp30"
"22958"	"ENSMUSG00000047514"	"Tspyl1"	NA	"Tspyl1"
"22959"	"ENSMUSG00000047517"	"Dmbt1"	NA	"Dmbt1"
"22960"	"ENSMUSG00000047535"	"Olfr67"	NA	"Olfr67"
"22961"	"ENSMUSG00000047544"	"Olfr616"	NA	"Olfr616"
"22962"	"ENSMUSG00000047545"	"Olfr629"	NA	"Olfr629"
"22963"	"ENSMUSG00000047554"	"Tmem41b"	NA	"Tmem41b"
"22964"	"ENSMUSG00000047586"	"Nccrp1"	NA	"Nccrp1"
"22965"	"ENSMUSG00000047648"	"Fbxo30"	NA	"Fbxo30"
"22966"	"ENSMUSG00000047669"	"Msl3l2"	NA	"Msl3l2"
"22967"	"ENSMUSG00000047712"	"Ust"	NA	"Ust"
"22968"	"ENSMUSG00000047721"	"Bola2"	NA	"Bola2"
"22969"	"ENSMUSG00000047730"	"Fcgbp"	NA	"Fcgbp"
"22970"	"ENSMUSG00000047751"	"Utf1"	NA	"Utf1"
"22971"	"ENSMUSG00000047767"	"Atg16l2"	NA	"Atg16l2"
"22972"	"ENSMUSG00000047794"	"Olfr685"	NA	"Olfr685"
"22973"	"ENSMUSG00000047884"	"Klk9"	NA	"Klk9"
"22974"	"ENSMUSG00000048012"	"Zfp473"	NA	"Zfp473"
"22975"	"ENSMUSG00000048065"	"Cyb5r2"	NA	"Cyb5r2"
"22976"	"ENSMUSG00000048078"	"Tenm4"	NA	"Tenm4"
"22977"	"ENSMUSG00000048170"	"Mcmbp"	NA	"Mcmbp"
"22978"	"ENSMUSG00000048200"	"Cracr2b"	NA	"Cracr2b"
"22979"	"ENSMUSG00000048236"	"Ovch2"	NA	"Ovch2"
"22980"	"ENSMUSG00000048312"	"Gm4884"	NA	"Gm4884"
"22981"	"ENSMUSG00000048330"	"Ric3"	NA	"Ric3"
"22982"	"ENSMUSG00000048377"	"Foxi2"	NA	"Foxi2"
"22983"	"ENSMUSG00000048425"	"Olfr686"	NA	"Olfr686"
"22984"	"ENSMUSG00000048469"	"Olfr564"	NA	"Olfr564"
"22985"	"ENSMUSG00000048528"	"Nkx1-2"	NA	"Nkx1-2"
"22986"	"ENSMUSG00000048574"	"Ccnb1-ps"	NA	"Ccnb1-ps"
"22987"	"ENSMUSG00000048583"	"Igf2"	NA	"Igf2"
"22988"	"ENSMUSG00000048677"	"Tpcn2"	NA	"Tpcn2"
"22989"	"ENSMUSG00000048756"	"Foxo3"	NA	"Foxo3"
"22990"	"ENSMUSG00000048779"	"P2ry6"	NA	"P2ry6"
"22991"	"ENSMUSG00000048782"	"Insc"	NA	"Insc"
"22992"	"ENSMUSG00000048787"	"Dcun1d3"	NA	"Dcun1d3"
"22993"	"ENSMUSG00000048897"	"Zfp710"	NA	"Zfp710"
"22994"	"ENSMUSG00000048921"	"Zfp689"	NA	"Zfp689"
"22995"	"ENSMUSG00000048965"	"Mrgpre"	NA	"Mrgpre"
"22996"	"ENSMUSG00000049062"	"Gm9244"	NA	"Gm9244"
"22997"	"ENSMUSG00000049091"	"Sephs2"	NA	"Sephs2"
"22998"	"ENSMUSG00000049109"	"Themis"	NA	"Themis"
"22999"	"ENSMUSG00000049123"	"Catsperg2"	NA	"Catsperg2"
"23000"	"ENSMUSG00000049280"	"Olfr509"	NA	"Olfr509"
"23001"	"ENSMUSG00000049350"	"Zg16"	NA	"Zg16"
"23002"	"ENSMUSG00000049420"	"Tmem200a"	NA	"Tmem200a"
"23003"	"ENSMUSG00000049421"	"Zfp260"	NA	"Zfp260"
"23004"	"ENSMUSG00000049516"	"Spty2d1"	NA	"Spty2d1"
"23005"	"ENSMUSG00000049571"	"Cfap46"	NA	"Cfap46"
"23006"	"ENSMUSG00000049576"	"Zfa-ps"	NA	"Zfa-ps"
"23007"	"ENSMUSG00000049580"	"Tsku"	NA	"Tsku"
"23008"	"ENSMUSG00000049583"	"Grm5"	NA	"Grm5"
"23009"	"ENSMUSG00000049641"	"Vgll2"	NA	"Vgll2"
"23010"	"ENSMUSG00000049643"	"2310022A10Rik"	NA	"2310022A10Rik"
"23011"	"ENSMUSG00000049674"	"Olfr714"	NA	"Olfr714"
"23012"	"ENSMUSG00000049676"	"Catsperg1"	NA	"Catsperg1"
"23013"	"ENSMUSG00000049685"	"Cyp2g1"	NA	"Cyp2g1"
"23014"	"ENSMUSG00000049709"	"Nlrp10"	NA	"Nlrp10"
"23015"	"ENSMUSG00000049728"	"Zfp668"	NA	"Zfp668"
"23016"	"ENSMUSG00000049739"	"Zfp646"	NA	"Zfp646"
"23017"	"ENSMUSG00000049740"	"5330417H12Rik"	NA	"5330417H12Rik"
"23018"	"ENSMUSG00000049761"	"Pmis2"	NA	"Pmis2"
"23019"	"ENSMUSG00000049791"	"Fzd4"	NA	"Fzd4"
"23020"	"ENSMUSG00000049797"	"Olfr642"	NA	"Olfr642"
"23021"	"ENSMUSG00000049872"	"Calhm5"	NA	"Calhm5"
"23022"	"ENSMUSG00000050063"	"Klk6"	NA	"Klk6"
"23023"	"ENSMUSG00000050066"	"A130023I24Rik"	NA	"A130023I24Rik"
"23024"	"ENSMUSG00000050085"	"Olfr622"	NA	"Olfr622"
"23025"	"ENSMUSG00000050100"	"Hmx2"	NA	"Hmx2"
"23026"	"ENSMUSG00000050189"	"Etos1"	NA	"Etos1"
"23027"	"ENSMUSG00000050266"	"Olfr690"	NA	"Olfr690"
"23028"	"ENSMUSG00000050276"	"Mrgprg"	NA	"Mrgprg"
"23029"	"ENSMUSG00000050281"	"Olfr630"	NA	"Olfr630"
"23030"	"ENSMUSG00000050366"	"Olfr524"	NA	"Olfr524"
"23031"	"ENSMUSG00000050382"	"Kif7"	NA	"Kif7"
"23032"	"ENSMUSG00000050425"	"Mrgprb2"	NA	"Mrgprb2"
"23033"	"ENSMUSG00000050440"	"Hamp"	NA	"Hamp"
"23034"	"ENSMUSG00000050473"	"Slc35d3"	NA	"Slc35d3"
"23035"	"ENSMUSG00000050650"	"Mrgpra1"	NA	"Mrgpra1"
"23036"	"ENSMUSG00000050708"	"Ftl1"	NA	"Ftl1"
"23037"	"ENSMUSG00000050844"	"1700020N01Rik"	NA	"1700020N01Rik"
"23038"	"ENSMUSG00000050855"	"Zfp940"	NA	"Zfp940"
"23039"	"ENSMUSG00000050866"	"Clrn3"	NA	"Clrn3"
"23040"	"ENSMUSG00000050870"	"Mrgprb8"	NA	"Mrgprb8"
"23041"	"ENSMUSG00000050917"	"Fgf4"	NA	"Fgf4"
"23042"	"ENSMUSG00000050953"	"Gja1"	NA	"Gja1"
"23043"	"ENSMUSG00000050973"	"Gdpgp1"	NA	"Gdpgp1"
"23044"	"ENSMUSG00000050994"	"Adgb"	NA	"Adgb"
"23045"	"ENSMUSG00000051007"	"Gatd1"	NA	"Gatd1"
"23046"	"ENSMUSG00000051041"	"Olfml1"	NA	"Olfml1"
"23047"	"ENSMUSG00000051048"	"P4ha3"	NA	"P4ha3"
"23048"	"ENSMUSG00000051051"	"Olfr523"	NA	"Olfr523"
"23049"	"ENSMUSG00000051113"	"Fam71e1"	NA	"Fam71e1"
"23050"	"ENSMUSG00000051172"	"Olfr672"	NA	"Olfr672"
"23051"	"ENSMUSG00000051180"	"Olfr522"	NA	"Olfr522"
"23052"	"ENSMUSG00000051182"	"Olfr655"	NA	"Olfr655"
"23053"	"ENSMUSG00000051200"	"Olfr513"	NA	"Olfr513"
"23054"	"ENSMUSG00000051207"	"Mrgprd"	NA	"Mrgprd"
"23055"	"ENSMUSG00000051314"	"Ffar2"	NA	"Ffar2"
"23056"	"ENSMUSG00000051340"	"Olfr645"	NA	"Olfr645"
"23057"	"ENSMUSG00000051354"	"Samd3"	NA	"Samd3"
"23058"	"ENSMUSG00000051362"	"Olfr589"	NA	"Olfr589"
"23059"	"ENSMUSG00000051437"	"Ubqlnl"	NA	"Ubqlnl"
"23060"	"ENSMUSG00000051451"	"Crebzf"	NA	"Crebzf"
"23061"	"ENSMUSG00000051457"	"Spn"	NA	"Spn"
"23062"	"ENSMUSG00000051504"	"Siglech"	NA	"Siglech"
"23063"	"ENSMUSG00000051515"	"Fam181b"	NA	"Fam181b"
"23064"	"ENSMUSG00000051591"	"Olfr697"	NA	"Olfr697"
"23065"	"ENSMUSG00000051618"	"Ubqln3"	NA	"Ubqln3"
"23066"	"ENSMUSG00000051680"	"Olfr693"	NA	"Olfr693"
"23067"	"ENSMUSG00000051727"	"Kctd14"	NA	"Kctd14"
"23068"	"ENSMUSG00000051735"	"Rinl"	NA	"Rinl"
"23069"	"ENSMUSG00000051736"	"Fam229b"	NA	"Fam229b"
"23070"	"ENSMUSG00000051877"	"Vmn2r72"	NA	"Vmn2r72"
"23071"	"ENSMUSG00000051885"	"Olfr664"	NA	"Olfr664"
"23072"	"ENSMUSG00000051900"	"Abca16"	NA	"Abca16"
"23073"	"ENSMUSG00000051910"	"Sox6"	NA	"Sox6"
"23074"	"ENSMUSG00000052040"	"Klf13"	NA	"Klf13"
"23075"	"ENSMUSG00000052187"	"Hbb-y"	NA	"Hbb-y"
"23076"	"ENSMUSG00000052217"	"Hbb-bh1"	NA	"Hbb-bh1"
"23077"	"ENSMUSG00000052273"	"Dnah3"	NA	"Dnah3"
"23078"	"ENSMUSG00000052281"	"Tspan32os"	NA	"Tspan32os"
"23079"	"ENSMUSG00000052301"	"Doc2a"	NA	"Doc2a"
"23080"	"ENSMUSG00000052303"	"Mrgpra6"	NA	"Mrgpra6"
"23081"	"ENSMUSG00000052305"	"Hbb-bs"	NA	"Hbb-bs"
"23082"	"ENSMUSG00000052353"	"Cemip"	NA	"Cemip"
"23083"	"ENSMUSG00000052396"	"Mogat2"	NA	"Mogat2"
"23084"	"ENSMUSG00000052508"	"Olfr536"	NA	"Olfr536"
"23085"	"ENSMUSG00000052512"	"Nav2"	NA	"Nav2"
"23086"	"ENSMUSG00000052572"	"Dlg2"	NA	"Dlg2"
"23087"	"ENSMUSG00000052629"	"Gm9885"	NA	"Gm9885"
"23088"	"ENSMUSG00000052707"	"Tnrc6a"	NA	"Tnrc6a"
"23089"	"ENSMUSG00000052749"	"Trim30b"	NA	"Trim30b"
"23090"	"ENSMUSG00000052779"	"4833418N17Rik"	NA	"4833418N17Rik"
"23091"	"ENSMUSG00000052785"	"Olfr573-ps1"	NA	"Olfr573-ps1"
"23092"	"ENSMUSG00000052889"	"Prkcb"	NA	"Prkcb"
"23093"	"ENSMUSG00000052974"	"Cyp2f2"	NA	"Cyp2f2"
"23094"	"ENSMUSG00000052997"	"Uba2"	NA	"Uba2"
"23095"	"ENSMUSG00000053025"	"Sv2b"	NA	"Sv2b"
"23096"	"ENSMUSG00000053046"	"Brsk2"	NA	"Brsk2"
"23097"	"ENSMUSG00000053049"	"Gm15413"	NA	"Gm15413"
"23098"	"ENSMUSG00000053081"	"1700069B07Rik"	NA	"1700069B07Rik"
"23099"	"ENSMUSG00000053091"	"Lins1"	NA	"Lins1"
"23100"	"ENSMUSG00000053111"	"Fank1"	NA	"Fank1"
"23101"	"ENSMUSG00000053158"	"Fes"	NA	"Fes"
"23102"	"ENSMUSG00000053198"	"Prx"	NA	"Prx"
"23103"	"ENSMUSG00000053219"	"Raet1e"	NA	"Raet1e"
"23104"	"ENSMUSG00000053291"	"Rab4b"	NA	"Rab4b"
"23105"	"ENSMUSG00000053358"	"Gm9905"	NA	"Gm9905"
"23106"	"ENSMUSG00000053360"	"F730035P03Rik"	NA	"F730035P03Rik"
"23107"	"ENSMUSG00000053522"	"Lgals7"	NA	"Lgals7"
"23108"	"ENSMUSG00000053528"	"A530021J07Rik"	NA	"A530021J07Rik"
"23109"	"ENSMUSG00000053541"	"Gvin-ps6"	NA	"Gvin-ps6"
"23110"	"ENSMUSG00000053565"	"Eif3k"	NA	"Eif3k"
"23111"	"ENSMUSG00000053719"	"Klk1b26"	NA	"Klk1b26"
"23112"	"ENSMUSG00000053742"	"Gm5114"	NA	"Gm5114"
"23113"	"ENSMUSG00000053801"	"Grwd1"	NA	"Grwd1"
"23114"	"ENSMUSG00000053877"	"Srcap"	NA	"Srcap"
"23115"	"ENSMUSG00000053898"	"Ech1"	NA	"Ech1"
"23116"	"ENSMUSG00000053964"	"Lgals4"	NA	"Lgals4"
"23117"	"ENSMUSG00000053980"	"Gm9930"	NA	"Gm9930"
"23118"	"ENSMUSG00000053985"	"Zfp14"	NA	"Zfp14"
"23119"	"ENSMUSG00000054046"	"Klk13"	NA	"Klk13"
"23120"	"ENSMUSG00000054054"	"Olfr309"	NA	"Olfr309"
"23121"	"ENSMUSG00000054061"	"Gm9934"	NA	"Gm9934"
"23122"	"ENSMUSG00000054065"	"Pkp3"	NA	"Pkp3"
"23123"	"ENSMUSG00000054083"	"Capn12"	NA	"Capn12"
"23124"	"ENSMUSG00000054102"	"Nlrp9a"	NA	"Nlrp9a"
"23125"	"ENSMUSG00000054161"	"Fam83e"	NA	"Fam83e"
"23126"	"ENSMUSG00000054236"	"Olfr481"	NA	"Olfr481"
"23127"	"ENSMUSG00000054381"	"Zfp747"	NA	"Zfp747"
"23128"	"ENSMUSG00000054498"	"Olfr308"	NA	"Olfr308"
"23129"	"ENSMUSG00000054555"	"Adam12"	NA	"Adam12"
"23130"	"ENSMUSG00000054568"	"Usp17la"	NA	"Usp17la"
"23131"	"ENSMUSG00000054612"	"Mgmt"	NA	"Mgmt"
"23132"	"ENSMUSG00000054662"	"Ano9"	NA	"Ano9"
"23133"	"ENSMUSG00000054672"	"Scart2"	NA	"Scart2"
"23134"	"ENSMUSG00000054676"	"1600014C10Rik"	NA	"1600014C10Rik"
"23135"	"ENSMUSG00000054716"	"Zfp771"	NA	"Zfp771"
"23136"	"ENSMUSG00000054746"	"Abca15"	NA	"Abca15"
"23137"	"ENSMUSG00000054759"	"Krtap5-2"	NA	"Krtap5-2"
"23138"	"ENSMUSG00000054808"	"Actn4"	NA	"Actn4"
"23139"	"ENSMUSG00000055026"	"Gabrg3"	NA	"Gabrg3"
"23140"	"ENSMUSG00000055048"	"Gm9962"	NA	"Gm9962"
"23141"	"ENSMUSG00000055078"	"Gabra5"	NA	"Gabra5"
"23142"	"ENSMUSG00000055102"	"Zfp819"	NA	"Zfp819"
"23143"	"ENSMUSG00000055116"	"Arntl"	NA	"Arntl"
"23144"	"ENSMUSG00000055159"	"4930583K01Rik"	NA	"4930583K01Rik"
"23145"	"ENSMUSG00000055193"	"Klk15"	NA	"Klk15"
"23146"	"ENSMUSG00000055200"	"Sertad3"	NA	"Sertad3"
"23147"	"ENSMUSG00000055319"	"Sec23ip"	NA	"Sec23ip"
"23148"	"ENSMUSG00000055320"	"Tead1"	NA	"Tead1"
"23149"	"ENSMUSG00000055323"	"Gm9967"	NA	"Gm9967"
"23150"	"ENSMUSG00000055407"	"Map6"	NA	"Map6"
"23151"	"ENSMUSG00000055409"	"Nell1"	NA	"Nell1"
"23152"	"ENSMUSG00000055446"	"A630091E08Rik"	NA	"A630091E08Rik"
"23153"	"ENSMUSG00000055489"	"Ano5"	NA	"Ano5"
"23154"	"ENSMUSG00000055493"	"Epm2a"	NA	"Epm2a"
"23155"	"ENSMUSG00000055571"	"Olfr305"	NA	"Olfr305"
"23156"	"ENSMUSG00000055610"	"Olfr307"	NA	"Olfr307"
"23157"	"ENSMUSG00000055621"	"Olfr636-ps1"	NA	"Olfr636-ps1"
"23158"	"ENSMUSG00000055629"	"B4galnt4"	NA	"B4galnt4"
"23159"	"ENSMUSG00000055643"	"Ubqln5"	NA	"Ubqln5"
"23160"	"ENSMUSG00000055652"	"Klhl25"	NA	"Klhl25"
"23161"	"ENSMUSG00000055723"	"Rras2"	NA	"Rras2"
"23162"	"ENSMUSG00000055958"	"Gm9987"	NA	"Gm9987"
"23163"	"ENSMUSG00000055978"	"Fut2"	NA	"Fut2"
"23164"	"ENSMUSG00000056043"	"Rgs9bp"	NA	"Rgs9bp"
